视频名称,标注,时间段,说明
HoridashP56025_193,身体暴露：胸部，臀部和隐私部位,1-15秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_194,身体暴露：胸部和隐私部位,1-37秒,女受试者露出胸部和隐私部位
HoridashP56025_195,身体暴露：胸部,1-14秒,女受试者露出胸部
HoridashP56025_196,身体暴露：胸部,2-17秒,女受试者露出胸部
HoridashP56025_197,身体暴露：胸部,5-13秒,女受试者露出胸部
HoridashP56025_198,身体暴露：胸部和隐私部位,1-18秒,女受试者露出胸部和隐私部位
HoridashP56025_199,身体暴露：胸部，臀部和隐私部位,1-91秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_200,明显性行为：性行为,1-100秒,女受试者进行性行为
HoridashP56025_201,身体暴露：胸部,12-20秒,女受试者露出胸部
HoridashP56025_202,明显性行为：性交,1-17秒,男女受试者进行性交
HoridashP56025_203,明显性行为：性行为,1-55秒,女受试者进行性行为
HoridashP56025_204,明显性行为：性交,1-60秒,男女受试者进行性交
HoridashP56025_205,身体暴露：胸部，臀部和隐私部位,46-206秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_206,明显性行为：性行为,7-80秒,女受试者进行性行为
HoridashP56025_207,明显性行为：性交和性行为,1-110秒,男女受试者进行性交和性行为
HoridashP56025_208,正常,,
HoridashP56025_209,正常,,
HoridashP56025_210,身体暴露：胸部,1-19秒,女受试者露出胸部
HoridashP56025_211,明显性行为：性行为,1-111秒,女受试者进行性行为
HoridashP56025_212,明显性行为：性行为,1-90秒,女受试者进行性行为
HoridashP56025_213,身体暴露：胸部和隐私部位,4-7秒,女受试者露出胸部和隐私部位
HoridashP56025_214,身体暴露：胸部,1-10秒,女受试者露出胸部
HoridashP56025_215,身体暴露：胸部和隐私部位,1-14秒,女受试者露出胸部和隐私部位
HoridashP56025_216,身体暴露：胸部和隐私部位,1-60秒,女受试者露出胸部和隐私部位
HoridashP56025_217,身体暴露：臀部,1-14秒,女受试者露出臀部
HoridashP56025_218,身体暴露：胸部和隐私部位,1-180秒,女受试者露出胸部和隐私部位
HoridashP56025_219,身体暴露：胸部；明显性行为：性行为,1-64秒,女受试者露出胸部并进行性行为
HoridashP56025_220,身体暴露：胸部，臀部和隐私部位,1-42秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_221,明显性行为：性交,80-111秒,男女受试者进行性交
HoridashP56025_222,身体暴露：胸部，臀部和隐私部位,1-34秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_223,明显性行为：性交,14-28秒,男女受试者进行性交
HoridashP56025_224,身体暴露：胸部和隐私部位,4-9秒,女受试者露出胸部和隐私部位
HoridashP56025_225,身体暴露：胸部，臀部和隐私部位,1-14秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_226,明显性行为：性交,7-19秒,男女受试者进行性交
HoridashP56025_227,身体暴露：胸部，臀部和隐私部位,35-59秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_228,身体暴露：臀部,1-58秒,女受试者露出臀部
HoridashP56025_229,正常,,
HoridashP56025_230,身体暴露：胸部和隐私部位,1-13秒,女受试者露出胸部和隐私部位
HoridashP56025_231,身体暴露：隐私部位,1-6秒,女受试者露出隐私部位
HoridashP56025_232,明显性行为：性交,1-16秒,男女受试者进行性交
HoridashP56025_233,明显性行为：性交,1-76秒,男女受试者进行性交
HoridashP56025_234,明显性行为：性行为,1-84秒,女受试者进行性行为
HoridashP56025_235,身体暴露：臀部,1-10秒,女受试者露出臀部
HoridashP56025_236,明显性行为：性行为,1-70秒,女受试者进行性行为
HoridashP56025_237,身体暴露：隐私部位,3-11秒,女受试者露出隐私部位
HoridashP56025_238,身体暴露：隐私部位,1-108秒,女受试者露出隐私部位
HoridashP56025_239,明显性行为：性行为,1-88秒,女受试者进行性行为
HoridashP56025_240,身体暴露：隐私部位,1-115秒,女受试者露出隐私部位
HoridashP56025_241,身体暴露：胸部，臀部和隐私部位,1-120秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_242,身体暴露：胸部和隐私部位,1-115秒,女受试者露出胸部和隐私部位
HoridashP56025_243,明显性行为：性行为,1-101秒,女受试者进行性行为
HoridashP56025_244,身体暴露：胸部和隐私部位,3-11秒,女受试者露出胸部和隐私部位
HoridashP56025_245,明显性行为：性行为,1-57秒,女受试者进行性行为
HoridashP56025_246,明显性行为：性行为,1-58秒,女受试者进行性行为
HoridashP56025_247,明显性行为：性行为,1-101秒,女受试者进行性行为
HoridashP56025_248,身体暴露：胸部和隐私部位,1-14秒,女受试者露出胸部和隐私部位
HoridashP56025_249,身体暴露：胸部,6-8秒,女受试者露出胸部
HoridashP56025_250,身体暴露：胸部和隐私部位,1-55秒,女受试者露出胸部和隐私部位
HoridashP56025_251,身体暴露：胸部和隐私部位,1-12秒,女受试者露出胸部和隐私部位
HoridashP56025_252,身体暴露：胸部，臀部和隐私部位,1-88秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_253,身体暴露：胸部和隐私部位,1-55秒,女受试者露出胸部和隐私部位
HoridashP56025_254,明显性行为：性行为,1-75秒,女受试者进行性行为
HoridashP56025_255,明显性行为：性行为,1-76秒,女受试者进行性行为
HoridashP56025_256,身体暴露：胸部和隐私部位,1-55秒,女受试者露出胸部和隐私部位
HoridashP56025_257,明显性行为：性交,1-97秒,男女受试者进行性交
HoridashP56025_258,明显性行为：性交,1-103秒,男女受试者进行性交
HoridashP56025_259,明显性行为：性交,45-97秒,男女受试者进行性交
HoridashP56025_260,身体暴露：胸部和隐私部位,1-19秒,女受试者露出胸部和隐私部位
HoridashP56025_261,明显性行为：性交,1-90秒,男女受试者进行性交
HoridashP56025_262,身体暴露：臀部,1-15秒,女受试者露出臀部
HoridashP56025_263,身体暴露：臀部，胸部和隐私部位,1-29秒,女受试者露出胸部臀部和隐私部位
HoridashP56025_264,明显性行为：性行为,2-7秒,女受试者进行性行为
HoridashP56025_265,身体暴露：胸部,5-12秒,女受试者露出胸部
HoridashP56025_266,明显性行为：性行为,1-110秒,女受试者进行性行为
HoridashP56025_267,明显性行为：性交,1-118秒,男女受试者进行性交
HoridashP56025_268,明显性行为：性行为,47-101秒,女受试者进行性行为
HoridashP56025_269,明显性行为：性交,1-85秒,男女受试者进行性交
HoridashP56025_270,身体暴露：胸部,5-12秒,女受试者露出胸部
HoridashP56025_271,身体暴露：胸部,6-18秒,女受试者露出胸部
HoridashP56025_272,身体暴露：臀部，胸部和隐私部位；明显性行为：性行为,1-114秒,女受试者露出胸部臀部和隐私部位
HoridashP56025_273,身体暴露：臀部，胸部和隐私部位；明显性行为：性行为,1-61秒,女受试者露出胸部臀部和隐私部位
HoridashP56025_274,正常,,
HoridashP56025_275,明显性行为：性行为,1-58秒,女受试者进行性行为
HoridashP56025_276,明显性行为：性交,1-88秒,男女受试者进行性交
HoridashP56025_277,身体暴露：胸部,1-8秒,女受试者露出胸部
HoridashP56025_278,明显性行为：性行为,1-55秒,女受试者进行性行为
HoridashP56025_279,身体暴露：胸部和隐私部位,1-20秒,女受试者露出胸部和隐私部位
HoridashP56025_280,明显性行为：性交,1-93秒,男女受试者进行性交
HoridashP56025_281,身体暴露：隐私部位,2-33秒,女受试者露出隐私部位
HoridashP56025_282,明显性行为：性交,1-88秒,男女受试者进行性交
HoridashP56025_283,明显性行为：性交,1-100秒,男女受试者进行性交
HoridashP56025_284,明显性行为：性行为,6-20秒,女受试者进行性行为
HoridashP56025_285,明显性行为：性交,1-68秒,男女受试者进行性交
HoridashP56025_286,身体暴露：胸部和隐私部位,1-30秒,女受试者露出胸部和隐私部位
HoridashP56025_287,明显性行为：性交,1-99秒,男女受试者进行性交
HoridashP56025_288,明显性行为：性行为,1-97秒,女受试者进行性行为
HoridashP56025_289,明显性行为：性行为,1-81秒,女受试者进行性行为
HoridashP56025_290,明显性行为：性行为,1-106秒,女受试者进行性行为
HoridashP56025_291,身体暴露：隐私部位,6-35秒,女受试者露出隐私部位
HoridashP56025_292,明显性行为：性行为,1-115秒,女受试者进行性行为
HoridashP56025_293,性暗示动作：具有明显性暗示的动作,1-100秒,女性受试者做出具有性暗示的动作
HoridashP56025_294,身体暴露：臀部，胸部和隐私部位,1-15秒,女受试者露出胸部臀部和隐私部位
HoridashP56025_295,性暗示动作：具有明显性暗示的动作,1-70秒,女性受试者做出具有性暗示的动作
HoridashP56025_296,正常,,
HoridashP56025_297,明显性行为：性行为,1-99秒,女受试者进行性行为
HoridashP56025_298,正常,,
HoridashP56025_299,明显性行为：性交,1-40秒,男女受试者进行性交
HoridashP56025_300,明显性行为：性交,1-107秒,男女受试者进行性交
HoridashP56025_301,明显性行为：性交,1-98秒,男女受试者进行性交
HoridashP56025_302,明显性行为：性行为,12-24秒,女受试者进行性行为
HoridashP56025_303,身体暴露：胸部和隐私部位,12-25秒,女受试者露出胸部和隐私部位
HoridashP56025_304,正常,,
HoridashP56025_305,身体暴露：胸部和隐私部位,1-108秒,女受试者露出胸部和隐私部位
HoridashP56025_306,身体暴露：胸部,1-32秒,女受试者露出胸部
HoridashP56025_307,正常,,
HoridashP56025_308,明显性行为：性交,1-96秒,男女受试者进行性交
HoridashP56025_309,明显性行为：性行为,1-26秒,女受试者进行性行为
HoridashP56025_310,明显性行为：性行为,1-78秒,女受试者进行性行为
HoridashP56025_311,明显性行为：性交,1-86秒,男女受试者进行性交
HoridashP56025_312,身体暴露：胸部和隐私部位,12-22秒,女受试者露出胸部和隐私部位
HoridashP56025_313,明显性行为：性行为,1-16秒,女受试者进行性行为
HoridashP56025_314,明显性行为：性行为,1-27秒,女受试者进行性行为
HoridashP56025_315,身体暴露：臀部和隐私部位,1-15秒,女受试者露出臀部和隐私部位
HoridashP56025_316,明显性行为：性交,1-120秒,男女受试者进行性交
HoridashP56025_317,明显性行为：性交,1-96秒,男女受试者进行性交
HoridashP56025_318,明显性行为：性交,1-107秒,男女受试者进行性交
HoridashP56025_319,明显性行为：性交,1-12秒,男女受试者进行性交
HoridashP56025_320,身体暴露：胸部,1-2秒,女受试者露出胸部
HoridashP56025_321,身体暴露：胸部,1-22秒,女受试者露出胸部
HoridashP56025_322,明显性行为：性交,1-110秒,男女受试者进行性交
HoridashP56025_323,身体暴露：胸部和隐私部位,1-30秒,女受试者露出胸部和隐私部位
HoridashP56025_324,明显性行为：性交和性行为,1-12秒,男女受试者进行性交和性行为
HoridashP56025_325,明显性行为：性行为,1-112秒,男女受试者进行性行为
HoridashP56025_326,明显性行为：性交和性行为,1-80秒,男女受试者进行性交和性行为
HoridashP56025_327,明显性行为：性交和性行为,1-81秒,男女受试者进行性交和性行为
HoridashP56025_328,身体暴露：胸部和隐私部位,1-86秒,女受试者露出胸部和隐私部位
HoridashP56025_329,身体暴露：胸部和隐私部位,1-22秒,女受试者露出胸部和隐私部位
HoridashP56025_330,身体暴露：臀部和隐私部位,1-27秒,女受试者露出臀部和隐私部位
HoridashP56025_331,身体暴露：胸部和隐私部位,3-32秒,女受试者露出胸部和隐私部位
HoridashP56025_332,明显性行为：性交,1-85秒,男女受试者进行性交
HoridashP56025_333,身体暴露：臀部和隐私部位,1-22秒,女受试者露出臀部和隐私部位
HoridashP56025_334,明显性行为：性交和性行为,1-100秒,男女受试者进行性交和性行为
HoridashP56025_335,身体暴露：胸部和隐私部位,1-33秒,女受试者露出胸部和隐私部位
HoridashP56025_336,身体暴露：胸部和隐私部位,1-32秒,女受试者露出胸部和隐私部位
HoridashP56025_337,正常,,
HoridashP56025_338,明显性行为：性交,1-97秒,男女受试者进行性交
HoridashP56025_339,明显性行为：性交,1-88秒,男女受试者进行性交
HoridashP56025_340,身体暴露：臀部和隐私部位,1-50秒,女受试者露出臀部和隐私部位
HoridashP56025_341,明显性行为：性行为,1-53秒,男女受试者进行性行为
HoridashP56025_342,身体暴露：胸部和隐私部位,1-26秒,女受试者露出胸部和隐私部位
HoridashP56025_343,身体暴露：胸部和隐私部位,12-15秒,女受试者露出胸部和隐私部位
HoridashP56025_344,明显性行为：性交,1-78秒,男女受试者进行性交
HoridashP56025_345,身体暴露：胸部和隐私部位,1-18秒,女受试者露出胸部和隐私部位
